loan_id,age,income_monthly,loan_amount,loan_tenure_m,interest_rate,existing_loans,credit_score,employment_type,education,residence_type,delinquency_30d,utilisation_pct,months_employed,loan_purpose,emi,foir_pct,ltv_proxy,default,employment_enc,education_enc,residence_enc,purpose_enc,log_income,log_loan,credit_band,high_foir,high_util,delinq_flag,tenure_risk,combined_risk,pd_score,credit_grade,predicted_default
LN003725,56,45405,92507,60,9.7,1,310,Salaried,Graduate,Rented,1,10.3,213,Business,1952,4.3,0.1698,0,2,0,2,0,10.723399533887571,11.435050406247262,4,0,0,1,0,2,8.0,A — Very Low Risk,0
LN003726,45,19007,44735,36,20.42,4,612,Salaried,Graduate,Rented,0,67.2,55,Personal,1672,8.8,0.1961,0,2,0,2,5,9.852615222162372,10.708533825593483,3,0,0,0,0,3,16.2,A — Very Low Risk,0
LN003727,54,26993,565245,24,21.12,0,837,Business,Post-Graduate,Rented,3,49.2,24,Medical,29079,107.73,1.745,1,0,1,2,4,10.203369898069226,13.245016313600361,0,1,0,1,0,2,44.0,C — Medium Risk,0
LN003728,45,23708,68691,84,12.9,4,337,Salaried,Graduate,Rented,5,74.7,143,Vehicle,1246,5.26,0.2414,1,2,0,2,6,10.073610001873085,11.137388023103753,4,0,0,1,1,4,77.7,E — Very High Risk,1
LN003729,25,31781,361904,84,27.52,3,677,Salaried,Graduate,Own,3,24.3,138,Personal,9751,30.68,0.949,0,2,0,1,5,10.366655370772582,12.799137025427656,2,0,0,1,1,4,38.2,C — Medium Risk,0
LN003730,25,32420,64971,84,13.91,0,666,Business,Graduate,Rented,3,71.8,114,Wedding,1214,3.74,0.167,0,0,0,2,7,10.386561639971275,11.081711686839286,2,0,0,1,1,1,17.2,A — Very Low Risk,0
LN003731,32,28514,1315055,12,23.8,4,765,Salaried,Graduate,Own,3,19.0,228,Wedding,124224,435.66,3.8433,1,2,0,1,7,10.258185543590638,14.089389808238593,1,1,0,1,0,5,81.6,E — Very High Risk,1
LN003732,39,19457,54738,36,15.77,3,438,Freelancer,Professional,Own,1,91.8,240,Personal,1918,9.86,0.2344,0,1,2,1,5,9.876013575535373,10.910331714250969,4,0,1,1,0,5,15.2,A — Very Low Risk,0
LN003733,34,18216,62141,24,25.51,1,336,Salaried,Post-Graduate,Own,1,2.1,237,Vehicle,3332,18.29,0.2843,0,2,1,1,6,9.81011050303083,11.037177367816934,4,0,0,1,0,2,8.0,A — Very Low Risk,0
LN003734,63,39508,126341,60,19.06,4,552,Salaried,Graduate,Own,2,12.1,262,Business,3282,8.31,0.2665,1,2,0,1,0,10.584283773037043,11.746747794626586,3,0,0,1,0,4,36.5,C — Medium Risk,0
LN003735,60,85553,256225,72,12.25,1,740,Salaried,Under-Graduate,Own,2,49.0,41,Vehicle,5043,5.89,0.2496,0,2,3,1,6,11.356903034510173,12.453815146511936,1,0,0,1,1,2,12.5,A — Very Low Risk,0
LN003736,35,39308,87297,12,18.3,1,570,Freelancer,Graduate,Family,5,88.0,59,Debt Consolidation,8016,20.39,0.1851,1,1,0,0,1,10.579208779272696,11.377082832057821,3,0,1,1,0,3,58.4,D — High Risk,1
LN003737,47,30717,49154,60,26.64,3,735,Salaried,Graduate,Rented,5,85.2,200,Debt Consolidation,1490,4.85,0.1334,0,2,0,2,1,10.332604080975573,10.802733849801024,1,0,1,1,0,5,65.6,E — Very High Risk,1
LN003738,64,48803,178453,84,14.37,1,407,Self-Employed,Graduate,Family,2,47.4,205,Education,3381,6.93,0.3047,0,3,0,0,2,10.795567555695225,12.092086143909453,4,0,0,1,1,2,16.1,A — Very Low Risk,0
LN003739,30,11998,172936,24,11.3,4,618,Salaried,Under-Graduate,Rented,4,33.1,114,Debt Consolidation,8084,67.38,1.2011,1,2,3,2,1,9.392578591964389,12.060682645307176,3,1,0,1,0,5,81.2,E — Very High Risk,1
LN003740,61,54258,430688,60,15.96,1,437,Salaried,Graduate,Family,3,60.1,269,Vehicle,10464,19.29,0.6615,0,2,0,0,6,10.901524156260564,12.973141530897156,4,0,0,1,0,2,14.6,A — Very Low Risk,0
LN003741,43,43294,74466,24,22.64,0,424,Self-Employed,Under-Graduate,Rented,4,53.0,228,Personal,3887,8.98,0.1433,0,3,3,2,5,10.675792433881902,11.218111353214848,4,0,0,1,0,1,29.5,B — Low Risk,0
LN003742,25,28854,284342,84,17.32,1,540,Self-Employed,Graduate,Family,2,88.1,69,Debt Consolidation,5863,20.32,0.8212,1,3,0,0,1,10.270038567145066,12.557936534883133,4,0,1,1,1,3,19.2,A — Very Low Risk,0
LN003743,48,14722,21047,72,12.51,0,825,Salaried,Graduate,Own,2,63.1,105,Home Improvement,417,2.83,0.1191,0,2,0,1,3,9.597166175865409,9.95456082272013,0,0,0,1,1,1,12.7,A — Very Low Risk,0
LN003744,56,28165,158039,36,15.31,3,409,Business,Post-Graduate,Own,4,50.0,36,Medical,5502,19.53,0.4676,0,0,1,1,4,10.245870855757996,11.970603444525327,4,0,0,1,0,4,58.1,D — High Risk,1
LN003745,62,45288,130038,72,22.54,4,580,Salaried,Under-Graduate,Rented,5,3.1,214,Home Improvement,3309,7.31,0.2393,1,2,3,2,3,10.72081945637715,11.775589684446718,3,0,0,1,1,4,84.1,E — Very High Risk,1
LN003746,34,20300,189214,48,22.47,2,473,Salaried,Graduate,Family,2,33.5,71,Vehicle,6010,29.61,0.7767,0,2,0,0,6,9.918425424900335,12.150639213641261,4,0,0,1,0,3,18.5,A — Very Low Risk,0
LN003747,45,33934,90869,36,9.23,0,758,Self-Employed,Graduate,Rented,1,14.9,36,Education,2899,8.54,0.2232,0,3,0,2,2,10.43220220913786,11.417185192689393,1,0,0,1,0,1,9.0,A — Very Low Risk,0
LN003748,45,31717,91454,24,17.17,2,711,Salaried,Under-Graduate,Own,3,29.9,161,Debt Consolidation,4529,14.28,0.2403,0,2,3,1,1,10.364639622058545,11.423602327010027,2,0,0,1,0,3,23.0,B — Low Risk,0
LN003749,62,35059,113418,48,10.64,4,385,Salaried,Graduate,Own,0,49.8,234,Personal,2912,8.31,0.2696,1,2,0,1,5,10.464816158475225,11.638844204741988,4,0,0,0,0,3,14.1,A — Very Low Risk,0
LN003750,36,31071,95788,24,19.45,2,757,Business,Graduate,Own,2,7.9,197,Debt Consolidation,4850,15.61,0.2569,0,0,0,1,1,10.344062371091052,11.469903134819365,1,0,0,1,0,3,17.3,A — Very Low Risk,0
LN003751,44,28973,256090,36,27.99,2,657,Self-Employed,Graduate,Own,5,68.9,150,Home Improvement,10591,36.55,0.7366,1,3,0,1,3,10.274154155101597,12.453288129047651,2,0,0,1,0,3,79.4,E — Very High Risk,1
LN003752,31,43771,199914,84,25.11,2,610,Business,Post-Graduate,Own,5,95.4,238,Wedding,5074,11.59,0.3806,1,0,1,1,7,10.686749622538334,12.205647555192076,3,0,1,1,1,4,57.4,D — High Risk,1
LN003753,55,18428,75425,24,19.85,3,588,Salaried,Graduate,Rented,3,31.4,278,Education,3833,20.8,0.3411,0,2,0,2,2,9.821680789832037,11.230907322142887,3,0,0,1,0,4,46.7,C — Medium Risk,0
LN003754,40,38988,47150,24,19.8,4,370,Salaried,Graduate,Family,4,81.3,219,Personal,2395,6.14,0.1008,0,2,0,0,5,10.571034834045788,10.76111049674444,4,0,1,1,0,5,58.2,D — High Risk,1
LN003755,22,34330,116474,12,16.35,3,769,Self-Employed,Graduate,Rented,1,23.6,84,Home Improvement,10587,30.84,0.2827,0,3,0,2,3,10.44380401506915,11.665431936684998,1,0,0,1,0,4,14.7,A — Very Low Risk,0
LN003756,57,16864,46343,72,23.91,1,440,Salaried,Professional,Rented,5,7.0,84,Wedding,1218,7.22,0.229,0,2,2,2,7,9.732995747495751,10.74384711277646,4,0,0,1,1,2,41.8,C — Medium Risk,0
LN003757,31,23233,41684,36,13.51,4,663,Business,Graduate,Rented,4,60.0,232,Vehicle,1415,6.09,0.1495,0,0,0,2,6,10.05337200207342,10.637896630844713,2,0,0,1,0,4,54.8,D — High Risk,1
LN003758,42,47119,72504,84,26.87,3,593,Freelancer,Graduate,Rented,2,99.9,125,Business,1923,4.08,0.1282,0,1,0,2,0,10.760452818325469,11.191410803981995,3,0,1,1,1,5,19.0,A — Very Low Risk,0
LN003759,32,13152,67722,60,27.67,4,832,Salaried,Under-Graduate,Own,4,62.5,30,Medical,2095,15.93,0.4291,1,2,3,1,4,9.48440514846878,11.12318113532492,0,0,0,1,0,4,84.5,E — Very High Risk,1
LN003760,22,14933,34446,36,26.6,2,713,Salaried,Under-Graduate,Own,3,48.3,52,Debt Consolidation,1399,9.37,0.1922,1,2,3,1,1,9.611395771595648,10.447177189921291,2,0,0,1,0,3,43.6,C — Medium Risk,0
LN003761,31,29811,214063,48,9.42,1,558,Freelancer,Graduate,Family,2,57.4,200,Wedding,5370,18.01,0.5984,0,1,0,0,7,10.302666276001585,12.2740303147134,3,0,0,1,0,2,10.9,A — Very Low Risk,0
LN003762,39,20620,88394,12,11.31,0,351,Business,Under-Graduate,Own,4,52.2,220,Medical,7825,37.95,0.3572,1,0,3,1,4,9.934065253000266,11.389570685940123,4,0,0,1,0,1,32.1,B — Low Risk,0
LN003763,31,27282,304916,60,27.55,4,306,Self-Employed,Under-Graduate,Own,5,36.7,55,Education,9411,34.5,0.9314,1,3,3,1,2,10.214019076585554,12.627794887407608,4,0,0,1,0,4,83.9,E — Very High Risk,1
LN003764,53,16696,123309,72,15.14,1,349,Business,Under-Graduate,Rented,4,72.6,33,Education,2617,15.67,0.6155,0,0,3,2,2,9.722984341548957,11.722456788864577,4,0,0,1,1,2,32.5,B — Low Risk,0
LN003765,40,15022,50770,72,14.84,0,311,Self-Employed,Under-Graduate,Rented,1,17.2,292,Home Improvement,1069,7.12,0.2816,0,3,3,2,3,9.617337639062423,10.835080604418726,4,0,0,1,1,1,5.8,A — Very Low Risk,0
LN003766,41,31281,140097,60,10.99,0,421,Self-Employed,Graduate,Rented,1,56.0,216,Business,3045,9.73,0.3732,0,3,0,2,0,10.350798131234187,11.850097456705715,4,0,0,1,0,1,5.8,A — Very Low Risk,0
LN003767,33,31688,74845,84,10.24,2,365,Salaried,Graduate,Own,0,59.6,48,Education,1252,3.95,0.1968,0,2,0,1,2,10.363724896491272,11.223187948206034,4,0,0,0,1,2,4.7,A — Very Low Risk,0
LN003768,40,13763,82866,24,27.22,0,501,Self-Employed,Graduate,Own,4,67.7,81,Personal,4516,32.81,0.5017,1,3,0,1,5,9.529811766917371,11.324992191908693,4,0,0,1,0,1,34.7,B — Low Risk,0
LN003769,38,39283,92183,84,12.64,4,804,Salaried,Post-Graduate,Rented,0,30.3,177,Vehicle,1659,4.22,0.1956,0,2,1,2,6,10.578572590277664,11.43154185869385,0,0,0,0,1,3,16.9,A — Very Low Risk,0
LN003770,40,25674,109164,48,13.39,1,686,Salaried,Graduate,Rented,0,65.1,257,Personal,2950,11.49,0.3543,0,2,0,2,5,10.15327303479676,11.600615778097216,2,0,0,0,0,1,5.1,A — Very Low Risk,0
LN003771,30,37215,187824,12,23.92,3,413,Business,Under-Graduate,Rented,3,27.5,74,Home Improvement,17753,47.7,0.4206,1,0,3,2,3,10.52449405531839,12.143265957237361,4,0,0,1,0,4,51.7,D — High Risk,1
LN003772,51,26437,100139,84,16.5,4,485,Self-Employed,Professional,Own,3,71.7,160,Personal,2018,7.63,0.3157,0,3,2,1,5,10.182557648139346,11.514324485883936,4,0,0,1,1,4,47.1,C — Medium Risk,0
LN003773,54,33090,30592,72,26.23,0,540,Salaried,Graduate,Rented,4,14.6,62,Wedding,847,2.56,0.077,1,2,0,2,7,10.40701662106948,10.328526503601397,4,0,0,1,1,1,52.6,D — High Risk,1
LN003774,50,40606,72546,72,23.23,4,564,Salaried,Graduate,Rented,2,84.2,36,Business,1876,4.62,0.1489,0,2,0,2,0,10.611695744521377,11.19198990666481,3,0,1,1,1,5,24.8,B — Low Risk,0
LN003775,41,25602,163051,24,9.67,3,470,Salaried,Post-Graduate,Own,1,59.7,224,Home Improvement,7499,29.29,0.5307,0,2,1,1,3,10.150464811101735,12.001824447318256,4,0,0,1,0,4,12.6,A — Very Low Risk,0
LN003776,60,15900,60668,60,19.4,1,401,Self-Employed,Post-Graduate,Rented,0,61.6,180,Business,1587,9.98,0.318,1,3,1,2,0,9.674137279312397,11.013188138189658,4,0,0,0,0,1,4.9,A — Very Low Risk,0
LN003777,43,12226,189923,24,27.27,0,822,Salaried,Graduate,Own,4,81.2,218,Wedding,10354,84.69,1.2945,0,2,0,1,7,9.41140190014419,12.154379271121284,0,1,1,1,0,3,33.8,B — Low Risk,0
LN003778,21,42571,89799,24,10.69,3,693,Self-Employed,Post-Graduate,Family,4,57.5,3,Wedding,4172,9.8,0.1758,1,3,1,0,7,10.658952039160935,11.40534025429029,2,0,0,1,0,4,83.7,E — Very High Risk,1
LN003779,31,10972,139937,36,20.83,1,385,Salaried,Post-Graduate,Rented,1,66.6,60,Debt Consolidation,5260,47.94,1.0628,1,2,1,2,1,9.3031929889908,11.848954746358398,4,0,0,1,0,2,13.2,A — Very Low Risk,0
LN003780,51,81550,214414,36,22.72,0,309,Freelancer,Graduate,Rented,2,28.6,97,Business,8269,10.14,0.2191,0,1,0,2,0,11.308983870389673,12.275668668418076,4,0,0,1,0,1,16.1,A — Very Low Risk,0
LN003781,33,52093,184183,84,21.56,4,366,Salaried,Graduate,Own,3,10.8,49,Home Improvement,4265,8.19,0.2946,1,2,0,1,3,10.860805057961882,12.123690536924206,4,0,0,1,1,4,60.0,D — High Risk,1
LN003782,32,63671,110672,24,23.73,1,630,Self-Employed,Graduate,Family,4,2.1,229,Personal,5836,9.17,0.1448,0,3,0,0,5,11.061500184485686,11.614335186508667,3,0,0,1,0,2,32.6,B — Low Risk,0
LN003783,39,37695,81631,24,16.23,4,532,Business,Graduate,Family,5,63.6,185,Home Improvement,4006,10.63,0.1805,1,0,0,0,3,10.537309267011258,11.309976620941537,4,0,0,1,0,4,78.3,E — Very High Risk,1
LN003784,30,29814,278410,84,11.13,4,824,Salaried,Graduate,Rented,5,7.3,260,Medical,4786,16.05,0.7782,1,2,0,2,4,10.302766901557206,12.536853718156095,0,0,0,1,1,4,84.4,E — Very High Risk,1
LN003785,62,55773,72831,24,15.41,1,528,Salaried,Under-Graduate,Own,1,9.6,104,Debt Consolidation,3546,6.36,0.1088,0,2,3,1,1,10.929063089960264,11.195910698045948,4,0,0,1,0,2,7.0,A — Very Low Risk,0
LN003786,42,28410,176828,60,23.05,1,564,Salaried,Post-Graduate,Family,4,20.9,50,Medical,4990,17.56,0.5187,0,2,1,0,4,10.254531673102404,12.08293844288402,3,0,0,1,0,2,28.3,B — Low Risk,0
LN003787,60,41500,195898,48,10.8,0,737,Business,Under-Graduate,Rented,2,28.1,243,Debt Consolidation,5044,12.15,0.3934,1,0,3,2,1,10.633472802314019,12.185354499274377,1,0,0,1,0,1,32.5,B — Low Risk,0
LN003788,64,38621,168272,24,20.5,4,794,Salaried,Post-Graduate,Rented,1,12.0,73,Business,8605,22.28,0.3631,0,2,1,2,0,10.561577341280671,12.033342939501493,0,0,0,1,0,4,14.5,A — Very Low Risk,0
LN003789,42,46055,118655,72,8.59,0,684,Freelancer,Graduate,Family,4,57.7,155,Wedding,2115,4.59,0.2147,0,1,0,0,7,10.737613326355646,11.683983829485472,2,0,0,1,1,1,41.2,C — Medium Risk,0
LN003790,59,6298,87884,12,17.3,1,372,Salaried,Post-Graduate,Rented,4,61.4,224,Home Improvement,8028,127.47,1.1629,1,2,1,2,3,8.74814616962193,11.383784420646998,4,1,0,1,0,3,72.7,E — Very High Risk,1
LN003791,41,15063,36535,24,9.97,4,333,Self-Employed,Post-Graduate,Rented,4,59.7,63,Education,1685,11.19,0.2021,1,3,1,2,2,9.620063070336988,10.506053354864834,4,0,0,1,0,4,64.3,D — High Risk,1
LN003792,46,17300,24562,72,9.75,1,640,Salaried,Under-Graduate,Own,0,3.0,116,Education,452,2.61,0.1183,0,2,3,1,2,9.758519582283522,10.108996524638528,3,0,0,0,1,1,7.7,A — Very Low Risk,0
LN003793,39,25466,161423,36,20.06,1,608,Self-Employed,Graduate,Family,5,19.2,31,Personal,6004,23.58,0.5282,0,3,0,0,5,10.145138775406078,11.99178972264816,3,0,0,1,0,2,45.2,C — Medium Risk,0
LN003794,26,13696,124190,48,24.84,0,532,Salaried,Under-Graduate,Own,0,57.9,200,Vehicle,4107,29.99,0.7556,0,2,3,1,6,9.524932109734822,11.729575982087773,4,0,0,0,0,0,4.8,A — Very Low Risk,0
LN003795,39,28363,90534,36,21.0,4,678,Freelancer,Graduate,Own,1,90.1,188,Debt Consolidation,3411,12.03,0.266,0,1,0,1,1,10.252876014423887,11.413491795254743,2,0,1,1,0,5,25.7,B — Low Risk,0
LN003796,58,24968,403262,60,27.59,3,849,Self-Employed,Under-Graduate,Own,0,47.7,194,Business,12456,49.89,1.3459,1,3,3,1,0,10.125390334414204,12.907344233533536,0,0,0,0,0,3,66.2,E — Very High Risk,1
LN003797,51,42253,746649,36,16.51,1,681,Salaried,Post-Graduate,Rented,3,77.1,233,Wedding,26438,62.57,1.4726,1,2,1,2,7,10.65145430286018,13.523351813485414,2,1,0,1,0,3,61.9,D — High Risk,1
LN003798,63,24608,44716,84,9.38,4,512,Self-Employed,Post-Graduate,Own,1,71.9,110,Education,728,2.96,0.1514,0,3,1,1,2,10.110867508670859,10.70810902150003,4,0,0,1,1,4,15.2,A — Very Low Risk,0
LN003799,57,16589,43420,60,19.54,4,411,Self-Employed,Graduate,Own,3,93.2,187,Home Improvement,1139,6.87,0.2181,0,3,0,1,3,9.71655538318449,10.678698474028431,4,0,1,1,0,5,36.5,C — Medium Risk,0
LN003800,44,16260,300126,12,11.4,1,777,Self-Employed,Post-Graduate,Own,5,86.9,33,Personal,26582,163.48,1.5382,1,3,1,1,5,9.696524881825722,12.611960997391396,1,1,1,1,0,4,74.6,E — Very High Risk,1
LN003801,57,34317,73822,12,20.97,3,774,Salaried,Graduate,Own,1,11.2,252,Debt Consolidation,6873,20.03,0.1793,0,2,0,1,1,10.443425276845566,11.20942561515135,1,0,0,1,0,4,15.5,A — Very Low Risk,0
LN003802,48,20683,28417,24,10.07,4,665,Salaried,Post-Graduate,Rented,2,16.0,27,Personal,1312,6.34,0.1145,0,2,1,2,5,9.937115733516112,10.254778026198021,2,0,0,1,0,4,33.7,B — Low Risk,0
LN003803,38,35154,195563,60,23.09,2,604,Self-Employed,Graduate,Rented,0,20.6,258,Personal,5523,15.71,0.4636,0,3,0,2,5,10.467522134633262,12.183642970563989,3,0,0,0,0,2,5.3,A — Very Low Risk,0
LN003804,47,11220,138943,72,27.79,4,523,Salaried,Post-Graduate,Own,4,15.1,130,Personal,3984,35.51,1.032,0,2,1,1,5,9.325542301664866,11.841826253237963,4,0,0,1,1,4,45.9,C — Medium Risk,0
LN003805,45,19900,71939,24,19.68,1,584,Salaried,Graduate,Own,3,69.6,19,Medical,3650,18.34,0.3013,1,2,0,1,4,9.898525260706313,11.183587717249615,3,0,0,1,0,2,18.6,A — Very Low Risk,0
LN003806,31,41259,88128,24,19.88,4,846,Business,Post-Graduate,Family,1,12.1,259,Medical,4480,10.86,0.178,0,0,1,0,4,10.627648786625242,11.386556929155393,0,0,0,1,0,4,20.2,B — Low Risk,0
LN003807,34,47301,76133,36,27.0,4,735,Salaried,Professional,Own,3,15.9,185,Home Improvement,3108,6.57,0.1341,0,2,2,1,3,10.764307856884209,11.240250224624969,1,0,0,1,0,4,47.7,C — Medium Risk,0
LN003808,56,33056,48676,48,11.4,4,785,Salaried,Professional,Family,5,47.5,29,Education,1268,3.84,0.1227,1,2,2,0,2,10.405988623155887,10.792961918250924,0,0,0,1,0,4,82.4,E — Very High Risk,1
LN003809,53,55042,134106,48,28.0,4,620,Business,Under-Graduate,Rented,3,3.8,144,Education,4674,8.49,0.203,1,0,3,2,2,10.915869976935792,11.806393267758263,3,0,0,1,0,4,62.9,D — High Risk,1
LN003810,47,19022,97252,36,13.38,2,320,Self-Employed,Under-Graduate,Family,0,61.2,144,Debt Consolidation,3295,17.32,0.4261,0,3,3,0,1,9.853404052368141,11.485071109333942,4,0,0,0,0,2,6.5,A — Very Low Risk,0
LN003811,24,22474,28705,12,10.19,0,655,Salaried,Graduate,Family,3,31.3,138,Personal,2526,11.24,0.1064,0,2,0,0,5,10.020158859339821,10.264861439131325,2,0,0,1,0,1,21.1,B — Low Risk,0
LN003812,33,61291,196026,48,24.3,3,538,Business,Graduate,Family,2,83.7,56,Medical,6423,10.48,0.2665,1,0,0,0,4,11.023404607698067,12.186007683827333,4,0,1,1,0,5,49.1,C — Medium Risk,0
LN003813,39,16911,58261,24,17.5,2,696,Business,Post-Graduate,Rented,0,77.2,232,Personal,2895,17.12,0.2871,0,0,1,2,5,9.735778708110018,10.972705358794784,2,0,0,0,0,2,4.7,A — Very Low Risk,0
LN003814,43,11703,290311,60,21.46,0,454,Freelancer,Under-Graduate,Family,4,92.3,41,Home Improvement,7929,67.75,2.0672,1,1,3,0,3,9.36768594269996,12.578711485706789,4,1,1,1,0,3,77.2,E — Very High Risk,1
LN003815,52,29779,53183,84,10.77,3,523,Freelancer,Post-Graduate,Own,0,18.6,223,Business,904,3.04,0.1488,0,1,1,1,0,10.301592306238,10.881512878215121,4,0,0,0,1,3,11.0,A — Very Low Risk,0
LN003816,21,28923,91976,48,23.8,0,344,Salaried,Graduate,Own,5,29.5,77,Business,2988,10.33,0.265,0,2,0,1,0,10.272426979294842,11.429293824775968,4,0,0,1,0,1,47.5,C — Medium Risk,0
LN003817,39,19102,39940,48,24.75,2,487,Salaried,Graduate,Rented,1,35.8,179,Personal,1319,6.91,0.1742,0,2,0,2,5,9.857600669763652,10.595158644212706,4,0,0,1,0,3,13.8,A — Very Low Risk,0
LN003818,62,84531,102046,12,27.18,1,348,Salaried,Post-Graduate,Rented,0,26.7,32,Debt Consolidation,9807,11.6,0.1006,0,2,1,2,1,11.344885439882043,11.533188770451643,4,0,0,0,0,1,6.0,A — Very Low Risk,0
LN003819,45,39709,88738,60,15.69,4,322,Business,Graduate,Rented,2,31.0,90,Personal,2143,5.4,0.1862,1,0,0,2,5,10.589358324125298,11.39345475599404,4,0,0,1,0,4,54.8,D — High Risk,1
LN003820,31,18347,76689,36,19.63,1,597,Salaried,Graduate,Rented,3,28.9,201,Debt Consolidation,2836,15.46,0.3483,1,2,0,2,1,9.817275855717062,11.247526600758905,3,0,0,1,0,2,20.9,B — Low Risk,0
LN003821,59,31251,81983,72,8.67,4,825,Business,Post-Graduate,Family,4,62.4,261,Education,1464,4.68,0.2186,1,0,1,0,2,10.349838653116635,11.314279385256405,0,0,0,1,1,4,66.4,E — Very High Risk,1
LN003822,52,41432,74835,24,23.83,2,780,Salaried,Graduate,Family,1,15.3,51,Personal,3950,9.53,0.1505,0,2,0,0,5,10.631832943746039,11.22305433160531,1,0,0,1,0,3,9.1,A — Very Low Risk,0
LN003823,59,32454,233112,60,17.98,0,738,Freelancer,Post-Graduate,Rented,3,20.4,53,Home Improvement,5917,18.23,0.5986,1,1,1,2,3,10.387609793467568,12.359278593524527,1,0,0,1,0,1,16.4,A — Very Low Risk,0
LN003824,64,8180,79314,72,13.39,2,716,Salaried,Post-Graduate,Own,4,62.4,148,Debt Consolidation,1609,19.67,0.808,1,2,1,1,1,9.009569671513699,11.281182544842556,2,0,0,1,1,3,46.5,C — Medium Risk,0
LN003825,64,26119,150603,84,26.64,1,355,Self-Employed,Graduate,Own,2,90.0,26,Vehicle,3971,15.2,0.4805,0,3,0,1,6,10.170456583390367,11.922409154420174,4,0,1,1,1,3,18.9,A — Very Low Risk,0
LN003826,38,15748,232109,24,14.05,2,562,Salaried,Graduate,Rented,2,11.2,203,Personal,11150,70.8,1.2282,1,2,0,2,5,9.664532150174582,12.35496667621161,3,1,0,1,0,4,28.7,B — Low Risk,0
LN003827,30,17035,187024,12,11.25,4,414,Salaried,Post-Graduate,Rented,4,35.4,0,Home Improvement,16551,97.16,0.9149,1,2,1,2,3,9.743084031043104,12.138997576740605,4,1,0,1,0,5,73.8,E — Very High Risk,1
LN003828,51,44692,248288,36,13.07,2,659,Business,Under-Graduate,Rented,1,92.6,58,Business,8374,18.74,0.463,0,0,3,2,0,10.707572168786097,12.422348669266439,2,0,1,1,0,4,14.4,A — Very Low Risk,0
LN003829,47,61738,29230,84,21.48,0,755,Salaried,Professional,Family,5,3.6,34,Debt Consolidation,675,1.09,0.0395,0,2,2,0,1,11.030671100970006,10.28298506894671,1,0,0,1,1,1,20.2,B — Low Risk,0
LN003830,61,74396,36036,84,14.6,1,313,Salaried,Graduate,Rented,5,91.1,119,Wedding,687,0.92,0.0404,1,2,0,2,7,11.217170897427561,10.492301467414055,4,0,1,1,1,3,60.2,D — High Risk,1
LN003831,37,20974,24116,72,13.11,0,728,Salaried,Post-Graduate,Rented,0,0.1,74,Debt Consolidation,486,2.32,0.0958,0,2,1,2,1,9.951086531335408,10.090672264996071,1,0,0,0,1,0,6.0,A — Very Low Risk,0
LN003832,36,29904,266980,36,22.51,3,347,Salaried,Graduate,Own,1,72.5,127,Wedding,10267,34.33,0.744,0,2,0,1,7,10.305780969478658,12.49493277380163,4,0,0,1,0,4,12.5,A — Very Low Risk,0
LN003833,33,30276,59433,36,25.2,2,673,Freelancer,Post-Graduate,Own,2,97.6,260,Education,2369,7.82,0.1636,1,1,1,1,2,10.318143627345878,10.992621732170127,2,0,1,1,0,4,33.7,B — Low Risk,0
LN003834,45,108809,278676,48,20.73,2,490,Salaried,Post-Graduate,Own,1,84.3,235,Education,8589,7.89,0.2134,0,2,1,1,2,11.597358520945058,12.537808684050946,4,0,1,1,0,4,11.6,A — Very Low Risk,0
LN003835,44,14813,320723,24,26.64,0,689,Salaried,Graduate,Family,2,42.2,30,Medical,17383,117.35,1.8043,0,2,0,0,4,9.603327958573235,12.678336219176753,2,1,0,1,0,2,20.9,B — Low Risk,0
LN003836,61,26057,219056,24,9.21,2,688,Business,Post-Graduate,Rented,2,20.3,191,Debt Consolidation,10029,38.49,0.7006,0,0,1,2,1,10.168080101762877,12.297087248905846,2,0,0,1,0,3,17.0,A — Very Low Risk,0
LN003837,25,26857,104570,60,21.02,4,340,Business,Under-Graduate,Rented,4,36.1,18,Debt Consolidation,2830,10.54,0.3245,0,0,3,2,1,10.198319007141121,11.557621545519082,4,0,0,1,0,4,82.4,E — Very High Risk,1
LN003838,42,9175,49469,12,19.55,3,443,Salaried,Professional,Rented,0,30.9,110,Medical,4572,49.83,0.4493,0,2,2,2,4,9.124346658809207,10.809121704221754,4,0,0,0,0,3,10.3,A — Very Low Risk,0
LN003839,39,15299,366662,60,10.2,0,417,Self-Employed,Graduate,Rented,4,57.6,14,Debt Consolidation,7827,51.16,1.9972,0,3,0,2,1,9.635608107380527,12.81219844905049,4,0,0,1,0,1,25.1,B — Low Risk,0
LN003840,49,40759,102421,36,23.41,1,344,Self-Employed,Graduate,Own,1,10.1,155,Home Improvement,3987,9.78,0.2094,0,3,0,1,3,10.615456487336662,11.53685681226193,4,0,0,1,0,2,6.1,A — Very Low Risk,0
LN003841,28,16121,199336,60,15.6,2,768,Self-Employed,Under-Graduate,Family,2,49.3,92,Home Improvement,4805,29.81,1.0304,1,3,3,0,3,9.687940077843546,12.202752138744309,1,0,0,1,0,3,22.7,B — Low Risk,0
LN003842,38,20704,33369,24,8.86,2,812,Salaried,Graduate,Rented,0,9.9,283,Home Improvement,1522,7.35,0.1343,0,2,0,2,3,9.938130495979667,10.415412571745419,0,0,0,0,0,2,6.5,A — Very Low Risk,0
