loan_id,age,income_monthly,loan_amount,loan_tenure_m,interest_rate,existing_loans,credit_score,employment_type,education,residence_type,delinquency_30d,utilisation_pct,months_employed,loan_purpose,emi,foir_pct,ltv_proxy,default
LN003672,38,20874,22157,72,11.89,4,815,Self-Employed,Under-Graduate,Rented,5,22.0,84,Vehicle,432,2.07,0.0885,1
LN003673,23,41194,46813,24,20.92,1,844,Freelancer,Graduate,Own,1,84.9,12,Home Improvement,2404,5.84,0.0947,1
LN003674,64,20023,50657,48,13.26,4,494,Salaried,Graduate,Rented,5,83.0,239,Medical,1366,6.82,0.2108,1
LN003675,56,9751,56761,36,20.94,2,478,Salaried,Graduate,Family,2,35.8,168,Vehicle,2137,21.92,0.4851,0
LN003676,52,77395,165470,12,15.32,3,430,Salaried,Under-Graduate,Rented,4,77.2,35,Wedding,14960,19.33,0.1782,1
LN003677,24,16897,153184,72,14.78,2,302,Salaried,Post-Graduate,Own,3,11.1,180,Personal,3221,19.06,0.7555,0
LN003678,50,29267,59818,24,21.94,3,668,Salaried,Under-Graduate,Family,4,22.5,161,Home Improvement,3101,10.6,0.1703,1
LN003679,48,12411,187269,12,25.32,1,433,Self-Employed,Graduate,Own,5,35.9,149,Home Improvement,17828,143.65,1.2574,1
LN003680,36,27428,154353,48,10.82,1,390,Business,Graduate,Own,3,3.4,110,Business,3976,14.5,0.469,0
LN003681,38,49687,127102,12,24.06,0,483,Self-Employed,Graduate,Rented,1,85.1,176,Home Improvement,12022,24.2,0.2132,0
LN003682,37,34958,65060,60,27.92,2,331,Salaried,Post-Graduate,Family,2,92.6,295,Debt Consolidation,2023,5.79,0.1551,0
LN003683,44,20723,69254,12,22.39,1,647,Freelancer,Graduate,Rented,1,83.3,167,Home Improvement,6495,31.34,0.2785,0
LN003684,48,11066,38084,48,24.5,0,345,Business,Under-Graduate,Rented,0,78.8,167,Business,1252,11.31,0.2868,0
LN003685,29,29631,208879,36,18.41,2,427,Salaried,Graduate,Rented,4,74.6,156,Home Improvement,7595,25.63,0.5874,1
LN003686,41,37057,168554,24,24.59,1,560,Salaried,Professional,Own,1,2.5,276,Medical,8961,24.18,0.379,0
LN003687,50,24556,121767,24,12.96,1,349,Self-Employed,Graduate,Rented,0,20.7,290,Medical,5787,23.57,0.4132,0
LN003688,54,19602,28523,48,24.84,3,813,Self-Employed,Graduate,Family,2,86.5,216,Business,943,4.81,0.1213,1
LN003689,55,10560,36369,12,17.75,1,479,Salaried,Under-Graduate,Rented,5,16.7,292,Home Improvement,3330,31.53,0.287,1
LN003690,57,18300,69114,36,22.6,4,545,Salaried,Under-Graduate,Rented,3,14.1,285,Home Improvement,2661,14.54,0.3147,1
LN003691,52,25830,360599,84,17.05,4,547,Business,Professional,Rented,2,66.3,11,Home Improvement,7380,28.57,1.1634,1
LN003692,33,26006,20857,60,27.65,2,597,Salaried,Graduate,Rented,0,39.5,162,Medical,645,2.48,0.0668,0
LN003693,26,16206,301768,12,21.91,0,488,Salaried,Graduate,Family,0,87.8,35,Personal,28231,174.2,1.5517,0
LN003694,44,58127,491210,72,16.7,0,327,Freelancer,Post-Graduate,Family,3,8.5,250,Wedding,10845,18.66,0.7042,0
LN003695,48,20894,242505,36,23.48,4,797,Freelancer,Under-Graduate,Rented,5,47.9,189,Medical,9448,45.22,0.9672,0
LN003696,63,19747,109664,84,13.47,1,842,Salaried,Under-Graduate,Own,5,22.2,83,Home Improvement,2023,10.24,0.4628,0
LN003697,54,20918,60889,12,13.73,4,548,Salaried,Graduate,Family,0,65.5,81,Education,5459,26.1,0.2426,0
LN003698,55,31272,180441,72,26.05,3,462,Freelancer,Graduate,Family,2,56.6,203,Wedding,4977,15.92,0.4808,0
LN003699,53,15966,128172,36,26.11,2,455,Salaried,Graduate,Family,3,22.0,51,Debt Consolidation,5172,32.39,0.669,0
LN003700,59,19261,44577,72,25.41,3,518,Salaried,Graduate,Rented,2,29.7,232,Business,1212,6.29,0.1929,1
LN003701,55,21174,123591,48,15.17,3,593,Freelancer,Under-Graduate,Own,3,32.1,195,Wedding,3450,16.29,0.4864,1
LN003702,56,17008,231450,48,18.06,4,704,Business,Graduate,Rented,3,50.6,96,Business,6806,40.02,1.134,0
LN003703,42,65902,46878,72,16.1,3,846,Salaried,Graduate,Own,4,91.9,159,Business,1019,1.55,0.0593,1
LN003704,30,29474,311338,84,15.77,1,468,Salaried,Post-Graduate,Own,4,1.9,210,Wedding,6143,20.84,0.8803,1
LN003705,51,15993,556581,24,13.83,1,532,Business,Graduate,Family,2,55.5,63,Debt Consolidation,26678,166.81,2.9001,0
LN003706,55,55971,343917,12,17.98,2,425,Freelancer,Post-Graduate,Rented,3,11.3,60,Business,31527,56.33,0.512,1
LN003707,31,10178,61868,60,27.08,4,726,Self-Employed,Post-Graduate,Family,3,50.1,91,Personal,1892,18.59,0.5066,1
LN003708,58,33035,181638,84,26.64,3,545,Salaried,Under-Graduate,Own,1,0.8,143,Home Improvement,4790,14.5,0.4582,0
LN003709,50,16262,64598,84,24.71,0,438,Salaried,Post-Graduate,Rented,1,57.6,113,Personal,1623,9.98,0.331,0
LN003710,29,47256,357558,36,20.41,3,526,Business,Under-Graduate,Rented,4,16.6,57,Vehicle,13363,28.28,0.6305,1
LN003711,63,47086,37552,36,17.39,1,439,Salaried,Under-Graduate,Rented,4,63.3,80,Debt Consolidation,1346,2.86,0.0665,1
LN003712,43,27062,197755,12,22.49,2,606,Self-Employed,Graduate,Family,3,85.4,113,Home Improvement,18555,68.56,0.609,0
LN003713,26,25087,33716,60,12.47,3,716,Self-Employed,Graduate,Family,1,19.1,138,Vehicle,758,3.02,0.112,1
LN003714,33,40069,255065,36,15.14,1,309,Salaried,Under-Graduate,Own,1,48.0,272,Business,8859,22.11,0.5305,1
LN003715,55,28449,103245,24,21.97,4,748,Self-Employed,Graduate,Rented,3,82.0,110,Vehicle,5355,18.82,0.3024,0
LN003716,39,17611,393525,60,14.14,2,503,Salaried,Graduate,Family,1,49.3,230,Debt Consolidation,9185,52.15,1.8621,1
LN003717,22,20987,89726,60,18.77,4,804,Salaried,Graduate,Family,1,0.2,75,Business,2316,11.04,0.3563,0
LN003718,46,40030,113052,48,22.47,2,503,Freelancer,Under-Graduate,Rented,3,93.3,274,Business,3591,8.97,0.2353,0
LN003719,40,11891,480402,84,24.52,4,541,Salaried,Post-Graduate,Own,5,73.5,41,Vehicle,12013,101.03,3.3667,1
LN003720,55,16256,34661,48,18.6,4,789,Salaried,Under-Graduate,Own,3,54.4,229,Education,1029,6.33,0.1777,0
LN003721,46,18448,63785,72,20.36,3,839,Salaried,Graduate,Own,5,26.7,154,Wedding,1541,8.35,0.2881,1
LN003722,40,30300,260387,72,26.6,0,418,Salaried,Graduate,Rented,4,20.7,196,Medical,7272,24.0,0.7161,0
LN003723,33,20879,144983,84,23.29,3,386,Salaried,Graduate,Rented,5,8.8,15,Medical,3513,16.83,0.5787,0
LN003724,25,38344,86619,24,27.4,4,403,Self-Employed,Graduate,Rented,3,69.3,278,Medical,4728,12.33,0.1882,1
LN003725,56,45405,92507,60,9.7,1,310,Salaried,Graduate,Rented,1,10.3,213,Business,1952,4.3,0.1698,0
LN003726,45,19007,44735,36,20.42,4,612,Salaried,Graduate,Rented,0,67.2,55,Personal,1672,8.8,0.1961,0
LN003727,54,26993,565245,24,21.12,0,837,Business,Post-Graduate,Rented,3,49.2,24,Medical,29079,107.73,1.745,1
LN003728,45,23708,68691,84,12.9,4,337,Salaried,Graduate,Rented,5,74.7,143,Vehicle,1246,5.26,0.2414,1
LN003729,25,31781,361904,84,27.52,3,677,Salaried,Graduate,Own,3,24.3,138,Personal,9751,30.68,0.949,0
LN003730,25,32420,64971,84,13.91,0,666,Business,Graduate,Rented,3,71.8,114,Wedding,1214,3.74,0.167,0
LN003731,32,28514,1315055,12,23.8,4,765,Salaried,Graduate,Own,3,19.0,228,Wedding,124224,435.66,3.8433,1
LN003732,39,19457,54738,36,15.77,3,438,Freelancer,Professional,Own,1,91.8,240,Personal,1918,9.86,0.2344,0
LN003733,34,18216,62141,24,25.51,1,336,Salaried,Post-Graduate,Own,1,2.1,237,Vehicle,3332,18.29,0.2843,0
LN003734,63,39508,126341,60,19.06,4,552,Salaried,Graduate,Own,2,12.1,262,Business,3282,8.31,0.2665,1
LN003735,60,85553,256225,72,12.25,1,740,Salaried,Under-Graduate,Own,2,49.0,41,Vehicle,5043,5.89,0.2496,0
LN003736,35,39308,87297,12,18.3,1,570,Freelancer,Graduate,Family,5,88.0,59,Debt Consolidation,8016,20.39,0.1851,1
LN003737,47,30717,49154,60,26.64,3,735,Salaried,Graduate,Rented,5,85.2,200,Debt Consolidation,1490,4.85,0.1334,0
LN003738,64,48803,178453,84,14.37,1,407,Self-Employed,Graduate,Family,2,47.4,205,Education,3381,6.93,0.3047,0
LN003739,30,11998,172936,24,11.3,4,618,Salaried,Under-Graduate,Rented,4,33.1,114,Debt Consolidation,8084,67.38,1.2011,1
LN003740,61,54258,430688,60,15.96,1,437,Salaried,Graduate,Family,3,60.1,269,Vehicle,10464,19.29,0.6615,0
LN003741,43,43294,74466,24,22.64,0,424,Self-Employed,Under-Graduate,Rented,4,53.0,228,Personal,3887,8.98,0.1433,0
LN003742,25,28854,284342,84,17.32,1,540,Self-Employed,Graduate,Family,2,88.1,69,Debt Consolidation,5863,20.32,0.8212,1
LN003743,48,14722,21047,72,12.51,0,825,Salaried,Graduate,Own,2,63.1,105,Home Improvement,417,2.83,0.1191,0
LN003744,56,28165,158039,36,15.31,3,409,Business,Post-Graduate,Own,4,50.0,36,Medical,5502,19.53,0.4676,0
LN003745,62,45288,130038,72,22.54,4,580,Salaried,Under-Graduate,Rented,5,3.1,214,Home Improvement,3309,7.31,0.2393,1
LN003746,34,20300,189214,48,22.47,2,473,Salaried,Graduate,Family,2,33.5,71,Vehicle,6010,29.61,0.7767,0
LN003747,45,33934,90869,36,9.23,0,758,Self-Employed,Graduate,Rented,1,14.9,36,Education,2899,8.54,0.2232,0
LN003748,45,31717,91454,24,17.17,2,711,Salaried,Under-Graduate,Own,3,29.9,161,Debt Consolidation,4529,14.28,0.2403,0
LN003749,62,35059,113418,48,10.64,4,385,Salaried,Graduate,Own,0,49.8,234,Personal,2912,8.31,0.2696,1
LN003750,36,31071,95788,24,19.45,2,757,Business,Graduate,Own,2,7.9,197,Debt Consolidation,4850,15.61,0.2569,0
LN003751,44,28973,256090,36,27.99,2,657,Self-Employed,Graduate,Own,5,68.9,150,Home Improvement,10591,36.55,0.7366,1
LN003752,31,43771,199914,84,25.11,2,610,Business,Post-Graduate,Own,5,95.4,238,Wedding,5074,11.59,0.3806,1
LN003753,55,18428,75425,24,19.85,3,588,Salaried,Graduate,Rented,3,31.4,278,Education,3833,20.8,0.3411,0
LN003754,40,38988,47150,24,19.8,4,370,Salaried,Graduate,Family,4,81.3,219,Personal,2395,6.14,0.1008,0
LN003755,22,34330,116474,12,16.35,3,769,Self-Employed,Graduate,Rented,1,23.6,84,Home Improvement,10587,30.84,0.2827,0
LN003756,57,16864,46343,72,23.91,1,440,Salaried,Professional,Rented,5,7.0,84,Wedding,1218,7.22,0.229,0
LN003757,31,23233,41684,36,13.51,4,663,Business,Graduate,Rented,4,60.0,232,Vehicle,1415,6.09,0.1495,0
LN003758,42,47119,72504,84,26.87,3,593,Freelancer,Graduate,Rented,2,99.9,125,Business,1923,4.08,0.1282,0
LN003759,32,13152,67722,60,27.67,4,832,Salaried,Under-Graduate,Own,4,62.5,30,Medical,2095,15.93,0.4291,1
LN003760,22,14933,34446,36,26.6,2,713,Salaried,Under-Graduate,Own,3,48.3,52,Debt Consolidation,1399,9.37,0.1922,1
LN003761,31,29811,214063,48,9.42,1,558,Freelancer,Graduate,Family,2,57.4,200,Wedding,5370,18.01,0.5984,0
LN003762,39,20620,88394,12,11.31,0,351,Business,Under-Graduate,Own,4,52.2,220,Medical,7825,37.95,0.3572,1
LN003763,31,27282,304916,60,27.55,4,306,Self-Employed,Under-Graduate,Own,5,36.7,55,Education,9411,34.5,0.9314,1
LN003764,53,16696,123309,72,15.14,1,349,Business,Under-Graduate,Rented,4,72.6,33,Education,2617,15.67,0.6155,0
LN003765,40,15022,50770,72,14.84,0,311,Self-Employed,Under-Graduate,Rented,1,17.2,292,Home Improvement,1069,7.12,0.2816,0
LN003766,41,31281,140097,60,10.99,0,421,Self-Employed,Graduate,Rented,1,56.0,216,Business,3045,9.73,0.3732,0
LN003767,33,31688,74845,84,10.24,2,365,Salaried,Graduate,Own,0,59.6,48,Education,1252,3.95,0.1968,0
LN003768,40,13763,82866,24,27.22,0,501,Self-Employed,Graduate,Own,4,67.7,81,Personal,4516,32.81,0.5017,1
LN003769,38,39283,92183,84,12.64,4,804,Salaried,Post-Graduate,Rented,0,30.3,177,Vehicle,1659,4.22,0.1956,0
LN003770,40,25674,109164,48,13.39,1,686,Salaried,Graduate,Rented,0,65.1,257,Personal,2950,11.49,0.3543,0
LN003771,30,37215,187824,12,23.92,3,413,Business,Under-Graduate,Rented,3,27.5,74,Home Improvement,17753,47.7,0.4206,1
LN003772,51,26437,100139,84,16.5,4,485,Self-Employed,Professional,Own,3,71.7,160,Personal,2018,7.63,0.3157,0
LN003773,54,33090,30592,72,26.23,0,540,Salaried,Graduate,Rented,4,14.6,62,Wedding,847,2.56,0.077,1
LN003774,50,40606,72546,72,23.23,4,564,Salaried,Graduate,Rented,2,84.2,36,Business,1876,4.62,0.1489,0
LN003775,41,25602,163051,24,9.67,3,470,Salaried,Post-Graduate,Own,1,59.7,224,Home Improvement,7499,29.29,0.5307,0
LN003776,60,15900,60668,60,19.4,1,401,Self-Employed,Post-Graduate,Rented,0,61.6,180,Business,1587,9.98,0.318,1
LN003777,43,12226,189923,24,27.27,0,822,Salaried,Graduate,Own,4,81.2,218,Wedding,10354,84.69,1.2945,0
LN003778,21,42571,89799,24,10.69,3,693,Self-Employed,Post-Graduate,Family,4,57.5,3,Wedding,4172,9.8,0.1758,1
LN003779,31,10972,139937,36,20.83,1,385,Salaried,Post-Graduate,Rented,1,66.6,60,Debt Consolidation,5260,47.94,1.0628,1
LN003780,51,81550,214414,36,22.72,0,309,Freelancer,Graduate,Rented,2,28.6,97,Business,8269,10.14,0.2191,0
LN003781,33,52093,184183,84,21.56,4,366,Salaried,Graduate,Own,3,10.8,49,Home Improvement,4265,8.19,0.2946,1
LN003782,32,63671,110672,24,23.73,1,630,Self-Employed,Graduate,Family,4,2.1,229,Personal,5836,9.17,0.1448,0
LN003783,39,37695,81631,24,16.23,4,532,Business,Graduate,Family,5,63.6,185,Home Improvement,4006,10.63,0.1805,1
LN003784,30,29814,278410,84,11.13,4,824,Salaried,Graduate,Rented,5,7.3,260,Medical,4786,16.05,0.7782,1
LN003785,62,55773,72831,24,15.41,1,528,Salaried,Under-Graduate,Own,1,9.6,104,Debt Consolidation,3546,6.36,0.1088,0
LN003786,42,28410,176828,60,23.05,1,564,Salaried,Post-Graduate,Family,4,20.9,50,Medical,4990,17.56,0.5187,0
LN003787,60,41500,195898,48,10.8,0,737,Business,Under-Graduate,Rented,2,28.1,243,Debt Consolidation,5044,12.15,0.3934,1
LN003788,64,38621,168272,24,20.5,4,794,Salaried,Post-Graduate,Rented,1,12.0,73,Business,8605,22.28,0.3631,0
LN003789,42,46055,118655,72,8.59,0,684,Freelancer,Graduate,Family,4,57.7,155,Wedding,2115,4.59,0.2147,0
LN003790,59,6298,87884,12,17.3,1,372,Salaried,Post-Graduate,Rented,4,61.4,224,Home Improvement,8028,127.47,1.1629,1
LN003791,41,15063,36535,24,9.97,4,333,Self-Employed,Post-Graduate,Rented,4,59.7,63,Education,1685,11.19,0.2021,1
LN003792,46,17300,24562,72,9.75,1,640,Salaried,Under-Graduate,Own,0,3.0,116,Education,452,2.61,0.1183,0
LN003793,39,25466,161423,36,20.06,1,608,Self-Employed,Graduate,Family,5,19.2,31,Personal,6004,23.58,0.5282,0
LN003794,26,13696,124190,48,24.84,0,532,Salaried,Under-Graduate,Own,0,57.9,200,Vehicle,4107,29.99,0.7556,0
LN003795,39,28363,90534,36,21.0,4,678,Freelancer,Graduate,Own,1,90.1,188,Debt Consolidation,3411,12.03,0.266,0
LN003796,58,24968,403262,60,27.59,3,849,Self-Employed,Under-Graduate,Own,0,47.7,194,Business,12456,49.89,1.3459,1
LN003797,51,42253,746649,36,16.51,1,681,Salaried,Post-Graduate,Rented,3,77.1,233,Wedding,26438,62.57,1.4726,1
LN003798,63,24608,44716,84,9.38,4,512,Self-Employed,Post-Graduate,Own,1,71.9,110,Education,728,2.96,0.1514,0
LN003799,57,16589,43420,60,19.54,4,411,Self-Employed,Graduate,Own,3,93.2,187,Home Improvement,1139,6.87,0.2181,0
LN003800,44,16260,300126,12,11.4,1,777,Self-Employed,Post-Graduate,Own,5,86.9,33,Personal,26582,163.48,1.5382,1
LN003801,57,34317,73822,12,20.97,3,774,Salaried,Graduate,Own,1,11.2,252,Debt Consolidation,6873,20.03,0.1793,0
LN003802,48,20683,28417,24,10.07,4,665,Salaried,Post-Graduate,Rented,2,16.0,27,Personal,1312,6.34,0.1145,0
LN003803,38,35154,195563,60,23.09,2,604,Self-Employed,Graduate,Rented,0,20.6,258,Personal,5523,15.71,0.4636,0
LN003804,47,11220,138943,72,27.79,4,523,Salaried,Post-Graduate,Own,4,15.1,130,Personal,3984,35.51,1.032,0
LN003805,45,19900,71939,24,19.68,1,584,Salaried,Graduate,Own,3,69.6,19,Medical,3650,18.34,0.3013,1
LN003806,31,41259,88128,24,19.88,4,846,Business,Post-Graduate,Family,1,12.1,259,Medical,4480,10.86,0.178,0
LN003807,34,47301,76133,36,27.0,4,735,Salaried,Professional,Own,3,15.9,185,Home Improvement,3108,6.57,0.1341,0
LN003808,56,33056,48676,48,11.4,4,785,Salaried,Professional,Family,5,47.5,29,Education,1268,3.84,0.1227,1
LN003809,53,55042,134106,48,28.0,4,620,Business,Under-Graduate,Rented,3,3.8,144,Education,4674,8.49,0.203,1
LN003810,47,19022,97252,36,13.38,2,320,Self-Employed,Under-Graduate,Family,0,61.2,144,Debt Consolidation,3295,17.32,0.4261,0
LN003811,24,22474,28705,12,10.19,0,655,Salaried,Graduate,Family,3,31.3,138,Personal,2526,11.24,0.1064,0
LN003812,33,61291,196026,48,24.3,3,538,Business,Graduate,Family,2,83.7,56,Medical,6423,10.48,0.2665,1
LN003813,39,16911,58261,24,17.5,2,696,Business,Post-Graduate,Rented,0,77.2,232,Personal,2895,17.12,0.2871,0
LN003814,43,11703,290311,60,21.46,0,454,Freelancer,Under-Graduate,Family,4,92.3,41,Home Improvement,7929,67.75,2.0672,1
LN003815,52,29779,53183,84,10.77,3,523,Freelancer,Post-Graduate,Own,0,18.6,223,Business,904,3.04,0.1488,0
LN003816,21,28923,91976,48,23.8,0,344,Salaried,Graduate,Own,5,29.5,77,Business,2988,10.33,0.265,0
LN003817,39,19102,39940,48,24.75,2,487,Salaried,Graduate,Rented,1,35.8,179,Personal,1319,6.91,0.1742,0
LN003818,62,84531,102046,12,27.18,1,348,Salaried,Post-Graduate,Rented,0,26.7,32,Debt Consolidation,9807,11.6,0.1006,0
LN003819,45,39709,88738,60,15.69,4,322,Business,Graduate,Rented,2,31.0,90,Personal,2143,5.4,0.1862,1
LN003820,31,18347,76689,36,19.63,1,597,Salaried,Graduate,Rented,3,28.9,201,Debt Consolidation,2836,15.46,0.3483,1
LN003821,59,31251,81983,72,8.67,4,825,Business,Post-Graduate,Family,4,62.4,261,Education,1464,4.68,0.2186,1
LN003822,52,41432,74835,24,23.83,2,780,Salaried,Graduate,Family,1,15.3,51,Personal,3950,9.53,0.1505,0
LN003823,59,32454,233112,60,17.98,0,738,Freelancer,Post-Graduate,Rented,3,20.4,53,Home Improvement,5917,18.23,0.5986,1
LN003824,64,8180,79314,72,13.39,2,716,Salaried,Post-Graduate,Own,4,62.4,148,Debt Consolidation,1609,19.67,0.808,1
LN003825,64,26119,150603,84,26.64,1,355,Self-Employed,Graduate,Own,2,90.0,26,Vehicle,3971,15.2,0.4805,0
LN003826,38,15748,232109,24,14.05,2,562,Salaried,Graduate,Rented,2,11.2,203,Personal,11150,70.8,1.2282,1
LN003827,30,17035,187024,12,11.25,4,414,Salaried,Post-Graduate,Rented,4,35.4,0,Home Improvement,16551,97.16,0.9149,1
LN003828,51,44692,248288,36,13.07,2,659,Business,Under-Graduate,Rented,1,92.6,58,Business,8374,18.74,0.463,0
LN003829,47,61738,29230,84,21.48,0,755,Salaried,Professional,Family,5,3.6,34,Debt Consolidation,675,1.09,0.0395,0
LN003830,61,74396,36036,84,14.6,1,313,Salaried,Graduate,Rented,5,91.1,119,Wedding,687,0.92,0.0404,1
LN003831,37,20974,24116,72,13.11,0,728,Salaried,Post-Graduate,Rented,0,0.1,74,Debt Consolidation,486,2.32,0.0958,0
LN003832,36,29904,266980,36,22.51,3,347,Salaried,Graduate,Own,1,72.5,127,Wedding,10267,34.33,0.744,0
LN003833,33,30276,59433,36,25.2,2,673,Freelancer,Post-Graduate,Own,2,97.6,260,Education,2369,7.82,0.1636,1
LN003834,45,108809,278676,48,20.73,2,490,Salaried,Post-Graduate,Own,1,84.3,235,Education,8589,7.89,0.2134,0
LN003835,44,14813,320723,24,26.64,0,689,Salaried,Graduate,Family,2,42.2,30,Medical,17383,117.35,1.8043,0
LN003836,61,26057,219056,24,9.21,2,688,Business,Post-Graduate,Rented,2,20.3,191,Debt Consolidation,10029,38.49,0.7006,0
LN003837,25,26857,104570,60,21.02,4,340,Business,Under-Graduate,Rented,4,36.1,18,Debt Consolidation,2830,10.54,0.3245,0
LN003838,42,9175,49469,12,19.55,3,443,Salaried,Professional,Rented,0,30.9,110,Medical,4572,49.83,0.4493,0
LN003839,39,15299,366662,60,10.2,0,417,Self-Employed,Graduate,Rented,4,57.6,14,Debt Consolidation,7827,51.16,1.9972,0
LN003840,49,40759,102421,36,23.41,1,344,Self-Employed,Graduate,Own,1,10.1,155,Home Improvement,3987,9.78,0.2094,0
LN003841,28,16121,199336,60,15.6,2,768,Self-Employed,Under-Graduate,Family,2,49.3,92,Home Improvement,4805,29.81,1.0304,1
LN003842,38,20704,33369,24,8.86,2,812,Salaried,Graduate,Rented,0,9.9,283,Home Improvement,1522,7.35,0.1343,0
LN003843,44,25141,340203,48,22.22,1,611,Salaried,Post-Graduate,Family,2,88.4,68,Vehicle,10759,42.79,1.1277,0
LN003844,33,33461,57255,48,18.97,1,567,Salaried,Graduate,Rented,1,12.4,50,Medical,1711,5.11,0.1426,0
LN003845,22,25597,224143,24,27.49,0,731,Business,Graduate,Rented,4,73.8,98,Wedding,12245,47.84,0.7297,0
LN003846,57,23519,136861,72,20.19,3,767,Salaried,Under-Graduate,Rented,1,41.4,289,Education,3293,14.0,0.4849,0
LN003847,28,32215,211142,48,25.25,0,455,Self-Employed,Under-Graduate,Rented,2,68.3,32,Vehicle,7030,21.82,0.5462,0
LN003848,30,75390,23072,36,14.97,0,330,Salaried,Under-Graduate,Family,3,13.6,171,Medical,799,1.06,0.0255,0
LN003849,61,113073,154217,24,25.23,0,697,Self-Employed,Graduate,Rented,0,97.1,0,Home Improvement,8249,7.3,0.1137,0
LN003850,36,49000,449144,72,16.87,1,812,Self-Employed,Graduate,Family,5,64.7,205,Business,9959,20.32,0.7639,1
LN003851,26,21944,107471,36,18.31,3,377,Self-Employed,Professional,Own,4,59.5,5,Home Improvement,3902,17.78,0.4081,1
LN003852,41,52806,71975,24,24.98,0,763,Self-Employed,Graduate,Own,0,1.6,150,Vehicle,3841,7.27,0.1136,0
LN003853,50,54535,81625,72,26.85,4,744,Self-Employed,Graduate,Own,2,36.3,153,Home Improvement,2292,4.2,0.1247,0
LN003854,24,16750,20130,36,9.23,1,404,Business,Under-Graduate,Rented,1,64.8,108,Wedding,642,3.83,0.1001,0
LN003855,23,15685,49379,24,12.35,3,534,Business,Post-Graduate,Own,3,70.4,147,Home Improvement,2333,14.87,0.2623,0
LN003856,45,32043,88155,60,17.25,2,663,Self-Employed,Under-Graduate,Own,3,70.5,164,Wedding,2203,6.88,0.2293,0
LN003857,44,54931,137804,72,9.37,4,472,Salaried,Post-Graduate,Rented,2,29.9,77,Medical,2509,4.57,0.2091,0
LN003858,22,29432,55858,24,20.48,4,615,Salaried,Graduate,Own,2,67.2,261,Debt Consolidation,2856,9.7,0.1582,0
LN003859,27,11011,57329,48,9.61,0,387,Salaried,Under-Graduate,Own,3,32.5,119,Medical,1443,13.11,0.4339,0
LN003860,29,71824,49826,12,13.11,4,345,Self-Employed,Graduate,Rented,1,92.3,50,Business,4453,6.2,0.0578,1
LN003861,27,18520,133422,36,19.94,3,634,Self-Employed,Post-Graduate,Own,4,14.9,235,Wedding,4954,26.75,0.6004,1
LN003862,32,32790,13028,12,11.31,2,465,Self-Employed,Post-Graduate,Rented,0,37.2,74,Home Improvement,1153,3.52,0.0331,0
LN003863,27,31088,239929,60,18.0,3,513,Business,Professional,Own,4,69.8,296,Education,6093,19.6,0.6431,0
LN003864,38,59717,50090,84,25.54,2,563,Salaried,Graduate,Rented,0,71.0,210,Wedding,1285,2.15,0.0699,0
LN003865,50,19739,121088,60,27.63,2,357,Salaried,Graduate,Own,2,15.5,81,Medical,3743,18.96,0.5112,0
LN003866,60,11397,28417,84,15.84,1,758,Business,Graduate,Family,3,2.0,193,Wedding,562,4.93,0.2078,1
LN003867,47,23575,66390,24,18.76,0,487,Salaried,Professional,Own,5,9.6,121,Business,3339,14.16,0.2347,0
LN003868,55,25470,298487,84,14.96,0,695,Salaried,Post-Graduate,Rented,4,72.4,155,Debt Consolidation,5753,22.59,0.9766,0
LN003869,34,32865,310579,72,25.66,4,588,Salaried,Under-Graduate,Rented,2,55.5,8,Education,8492,25.84,0.7875,1
LN003870,49,32177,306144,48,17.91,3,586,Salaried,Graduate,Family,1,69.9,241,Wedding,8979,27.91,0.7929,0
LN003871,40,52458,381687,24,23.78,1,813,Salaried,Professional,Rented,3,63.2,39,Medical,20138,38.39,0.6063,0
LN003872,52,24016,66639,48,9.33,1,802,Business,Post-Graduate,Own,4,25.9,86,Education,1669,6.95,0.2312,0
LN003873,55,30662,246214,60,15.04,0,708,Business,Graduate,Family,5,88.8,51,Education,5863,19.12,0.6692,0
LN003874,25,10933,82148,24,13.62,3,562,Business,Graduate,Rented,0,73.3,233,Business,3929,35.94,0.6261,0
LN003875,64,33635,133748,12,12.15,0,615,Business,Graduate,Rented,2,86.2,117,Debt Consolidation,11893,35.36,0.3314,0
LN003876,37,43499,40380,48,15.94,1,695,Salaried,Graduate,Rented,4,33.0,257,Personal,1143,2.63,0.0774,0
LN003877,32,46721,48451,72,18.05,4,528,Salaried,Graduate,Rented,0,37.3,236,Business,1106,2.37,0.0864,0
LN003878,49,11563,42267,48,20.36,0,699,Salaried,Post-Graduate,Rented,5,41.9,260,Vehicle,1294,11.19,0.3046,0
LN003879,34,40027,116584,12,16.3,3,499,Salaried,Post-Graduate,Own,0,47.1,140,Business,10594,26.47,0.2427,0
LN003880,64,66494,315164,60,23.63,3,423,Self-Employed,Post-Graduate,Own,2,90.6,155,Debt Consolidation,8999,13.53,0.395,1
LN003881,23,39196,194425,48,14.59,2,464,Salaried,Graduate,Rented,0,22.8,135,Home Improvement,5371,13.7,0.4134,0
LN003882,25,43002,107854,12,24.31,1,588,Salaried,Post-Graduate,Rented,5,92.0,265,Wedding,10215,23.75,0.209,1
LN003883,45,33429,206486,48,10.74,0,407,Self-Employed,Graduate,Rented,2,46.2,53,Vehicle,5311,15.89,0.5147,0
LN003884,53,24367,120563,48,18.6,3,737,Business,Graduate,Own,5,37.1,147,Personal,3579,14.69,0.4123,1
